file,expected,rank,ms,top1,top5,top10,top20
img_492.jpg,Requiem,1,3754,1,1,1,1
img_493.jpg,Rethinker,1,3970,1,1,1,1
img_494.jpg,"Retro Signature",1,3334,1,1,1,1
img_495.jpg,Righteous,1,3549,1,1,1,1
img_496.jpg,"Road Rage",1,5755,1,1,1,1
img_497.jpg,Roboto,6,3247,0,0,1,1
img_498.jpg,"Roboto Condensed",2,3739,0,1,1,1
img_499.jpg,"Roboto Flex",1,4075,1,1,1,1
img_500.jpg,"Roboto Mono",1,3697,1,1,1,1
img_501.jpg,"Roboto Serif",1,3392,1,1,1,1
img_502.jpg,"Roboto Slab",1,3312,1,1,1,1
img_503.jpg,Rockline,1,3411,1,1,1,1
img_504.jpg,Rockwell,1,3697,1,1,1,1
img_505.jpg,Rokkitt,1,3315,1,1,1,1
img_506.jpg,Rolate,3,5010,0,1,1,1
img_507.jpg,Rosela,1,4164,1,1,1,1
img_508.jpg,"Rotis Sans Serif",1,3816,1,1,1,1
img_509.jpg,Rowdies,1,3566,1,1,1,1
img_510.jpg,"Roxborough CF",1,3861,1,1,1,1
img_511.jpg,Rubik,1,3153,1,1,1,1
img_512.jpg,"Rumble Brave Vintage Fonts",1,4136,1,1,1,1
img_513.jpg,Russo,2,2993,0,1,1,1
img_514.jpg,"Rustic Market",1,3692,1,1,1,1
img_515.jpg,Sabina,1,3315,1,1,1,1
img_516.jpg,Sacramento,2,3274,0,1,1,1
img_517.jpg,Saira,1,3248,1,1,1,1
img_518.jpg,"Saira Condensed",1,2783,1,1,1,1
img_519.jpg,Salma,"not found",3584,0,0,0,0
img_520.jpg,"Sanchez Niu",1,3523,1,1,1,1
img_521.jpg,Sarabun,1,3194,1,1,1,1
img_522.jpg,Satisfy,18,3410,0,0,0,1
img_523.jpg,"Sawarabi Gothic",1,3251,1,1,1,1
img_524.jpg,"Sawarabi Mincho",1,3159,1,1,1,1
img_525.jpg,Scala,1,3962,1,1,1,1
img_526.jpg,Sentinel,1,3590,1,1,1,1
img_527.jpg,Serifa,1,3017,1,1,1,1
img_528.jpg,"Shadows Into Light",1,3532,1,1,1,1
img_529.jpg,Signatra,1,3837,1,1,1,1
img_530.jpg,Signatrue,1,2984,1,1,1,1
img_531.jpg,Signika,1,3232,1,1,1,1
img_532.jpg,"Signika Negative",1,3412,1,1,1,1
img_533.jpg,"Silent Handwritting",1,3381,1,1,1,1
img_534.jpg,"Silk Serif",1,3476,1,1,1,1
img_535.jpg,"Simon Lovely",1,3207,1,1,1,1
img_536.jpg,Slabo,2,3895,0,1,1,1
img_537.jpg,"Snell Roundhand",1,3969,1,1,1,1
img_538.jpg,Sofia,1,5973,1,1,1,1
img_539.jpg,Soho,1,3221,1,1,1,1
img_540.jpg,Sora,1,3461,1,1,1,1
img_541.jpg,"Source Code",2,3474,0,1,1,1
img_542.jpg,Southland,1,2908,1,1,1,1
img_543.jpg,"Space Mono",1,3751,1,1,1,1
img_544.jpg,Spectral,3,3934,0,1,1,1
img_545.jpg,"Spritz And Delicious",1,4074,1,1,1,1
img_546.jpg,"Square Slabserif 711",1,3968,1,1,1,1
img_547.jpg,Starborn,1,3081,1,1,1,1
img_548.jpg,"Star Jedi",1,4415,1,1,1,1
img_549.jpg,Stigfier,2,3717,0,1,1,1
img_550.jpg,"Stolen Times",1,3079,1,1,1,1
img_551.jpg,Stormlight,1,2967,1,1,1,1
img_552.jpg,Stretch,1,4543,1,1,1,1
img_553.jpg,"Study Alone",1,4170,1,1,1,1
img_554.jpg,"Sunday Best",1,4777,1,1,1,1
img_555.jpg,"Super Funnel",1,3314,1,1,1,1
img_556.jpg,"Super Mario 256",1,4558,1,1,1,1
img_557.jpg,Suti,1,5911,1,1,1,1
img_558.jpg,"Swiss 721","not found",4166,0,0,0,0
img_559.jpg,Taberna,1,4909,1,1,1,1
img_560.jpg,Tajawal,1,3707,1,1,1,1
img_561.jpg,"Taken by Vultures","not found",4689,0,0,0,0
img_562.jpg,"Tazugane Gothic",4,4297,0,1,1,1
img_563.jpg,Technotyp,1,3928,1,1,1,1
img_564.jpg,Teko,1,3404,1,1,1,1
img_565.jpg,"The Augusta",1,3740,1,1,1,1
img_566.jpg,"The Beach","not found",3689,0,0,0,0
img_567.jpg,"The Bold Font",1,4868,1,1,1,1
img_568.jpg,"The Christmas",9,3137,0,0,1,1
img_569.jpg,"The Grinch","not found",4581,0,0,0,0
img_570.jpg,"The Seasons",1,3223,1,1,1,1
img_571.jpg,TheSerif,1,4438,1,1,1,1
img_572.jpg,"The Smile",1,4106,1,1,1,1
img_573.jpg,Times,"not found",3417,0,0,0,0
img_574.jpg,"Times New Roman",1,3500,1,1,1,1
img_575.jpg,Tinos,4,2909,0,1,1,1
img_576.jpg,"Titillium Web",1,3196,1,1,1,1
img_577.jpg,"Tonight Friend",1,5058,1,1,1,1
img_578.jpg,"Trade Gothic",1,3452,1,1,1,1
img_579.jpg,"Trade Gothic Next",1,3459,1,1,1,1
img_580.jpg,Trend,1,4821,1,1,1,1
img_581.jpg,"TS Block",1,2628,1,1,1,1
img_582.jpg,"TT Norms",1,3904,1,1,1,1
img_583.jpg,Tungsten,1,3687,1,1,1,1
img_584.jpg,Ubuntu,1,7542,1,1,1,1
img_585.jpg,"Ubuntu Condensed",1,3450,1,1,1,1
img_586.jpg,"Ubuntu Mono",1,2969,1,1,1,1
img_587.jpg,Unbounded,1,3160,1,1,1,1
img_588.jpg,Undergrad,1,4619,1,1,1,1
img_589.jpg,Univers,1,3405,1,1,1,1
img_590.jpg,Unna,1,4104,1,1,1,1
img_591.jpg,Urbanist,1,3361,1,1,1,1
img_592.jpg,"Urban Jungle",1,5073,1,1,1,1
img_593.jpg,"URW DIN",1,3658,1,1,1,1
img_594.jpg,Utopia,1,3067,1,1,1,1
img_595.jpg,Vacation,1,3275,1,1,1,1
img_596.jpg,Vadelma,1,3510,1,1,1,1
img_597.jpg,Valoon,1,3392,1,1,1,1
img_598.jpg,"Vampire Wars",1,4664,1,1,1,1
img_599.jpg,"Varela Round",1,3360,1,1,1,1
img_600.jpg,Varsity,1,3488,1,1,1,1
img_601.jpg,"Varsity Team",2,4057,0,1,1,1
img_602.jpg,"VCR OSD Mono",1,3424,1,1,1,1
img_603.jpg,Verlag,1,3402,1,1,1,1
img_604.jpg,Vitesse,1,3386,1,1,1,1
img_605.jpg,Vogue,1,3687,1,1,1,1
img_606.jpg,Vollkorn,2,3053,0,1,1,1
img_607.jpg,Walbaum,1,4318,1,1,1,1
img_608.jpg,Walter,1,3582,1,1,1,1
img_609.jpg,Waltograph,4,4190,0,1,1,1
img_610.jpg,"Weather Sunday",1,3370,1,1,1,1
img_611.jpg,Whitney,1,3361,1,1,1,1
img_612.jpg,"Who asks Satan",1,4323,1,1,1,1
img_613.jpg,WildWords,1,3761,1,1,1,1
img_614.jpg,Winner,1,4688,1,1,1,1
img_615.jpg,"Work Sans",1,3774,1,1,1,1
img_616.jpg,"Yanone Kaffeesatz",1,2882,1,1,1,1
img_617.jpg,Yantramanav,3,3165,0,1,1,1
img_618.jpg,"Yellow Style",1,3095,1,1,1,1
img_619.jpg,Yellowtail,1,3368,1,1,1,1
img_620.jpg,"Zapfino Extra","not found",3158,0,0,0,0
img_621.jpg,Zeyada,1,3441,1,1,1,1
img_622.jpg,Ziggurat,1,3447,1,1,1,1
img_623.jpg,"Zilla Slab",1,3564,1,1,1,1
img_624.jpg,"Zing Rust",1,5347,1,1,1,1
